id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords,media_type
522518,A Dog's Journey,8.038,1357,Released,2019-05-03,78871079,109,False,/i109vzdCkG7W3H9FxHmfpZjgh61.jpg,16000000,https://www.adogsjourneymovie.com,tt8385474,en,A Dog's Journey,A dog finds the meaning of his own existence through the lives of the humans he meets.,32.243,/wquJChp0NpoqthYdE3YjXNNxvVC.jpg,Some friendships transcend lifetimes.,"Family, Adventure, Drama","Walden Media, Alibaba Pictures Group, Amblin Entertainment, Universal Pictures, DreamWorks Pictures, Amblin Partners, Pariah Entertainment Group, Reliance Entertainment","Canada, China, India, United States of America",English,"reincarnation, sequel, growing up, dog, animal shelter, pets",movie
11565,Big Momma's House 2,5.741,1467,Released,2006-01-26,138259062,99,False,/e1jaVQ1E1CrBhO3a6wehqsUadk0.jpg,40000000,,tt0421729,en,Big Momma's House 2,"FBI agent Malcolm Turner goes back undercover as Big Momma, a slick-talking, slam-dunking Southern granny with attitude to spare! Now this granny must play nanny to three dysfunctional upper class kids in order to spy on their computer hacked dad.",32.259,/wlbov6pkgySqYZilZcO54f29Dg1.jpg,The momma of all comedies is back.,"Comedy, Crime","Big Lou House Productions, Deep River Productions, Firm Films, Runteldat Entertainment, New Regency Pictures, Epsilon Motion Pictures, Ed Friendly Productions",United States of America,English,"undercover agent, undercover, computer virus, fbi, nanny, stress, overweight woman, disguise, impersonation",movie
103332,Ruby Sparks,7.108,1493,Released,2012-07-25,9128263,104,False,/yJYFp97trLmcNAQb5A4SXXhNJU4.jpg,8000000,http://www.foxsearchlight.com/rubysparks/,tt1839492,en,Ruby Sparks,"Calvin is a young novelist who achieved phenomenal success early in his career but is now struggling with his writing – as well as his romantic life. Finally, he makes a breakthrough and creates a character named Ruby who inspires him. When Calvin finds Ruby, in the flesh, sitting on his couch about a week later, he is completely flabbergasted that his words have turned into a living, breathing person.",14.755,/sTkrd0PJJA468EHOsv242785sOb.jpg,She's Out Of His Mind.,"Comedy, Romance, Fantasy, Drama","Bona Fide Productions, Fox Searchlight Pictures, DragonCove Studios",United States of America,"English, French","dream, imaginary friend, therapy, novelist, magic realism, woman director",movie
2034,Training Day,7.485,5360,Released,2001-10-05,104876233,122,False,/nuO8o9ltxhI7AZQxePavEZ4TyHa.jpg,45000000,,tt0139654,en,Training Day,"On his first day on the job as a narcotics officer, a rookie cop works with a rogue detective who isn't what he appears.",30.21,/bUeiwBQdupBLQthMCHKV7zv56uv.jpg,"The only thing more dangerous than the line being crossed, is the cop who will cross it.","Action, Crime, Drama","WV Films II, Village Roadshow Pictures, NPV Entertainment, Outlaw Productions, Warner Bros. Pictures",United States of America,"English, Russian, Spanish, Korean","drug dealer, california, police brutality, poker, bratva (russian mafia), war on drugs, drug trafficking, police corruption, los angeles, california, gang member, rookie cop, narcotics cop, mexican american, barrio, cholo, neo-noir",movie
7874,Black Snake Moan,6.852,805,Released,2006-12-31,10907485,116,False,/i8x7qxJvtROen1yny3270RtKgEa.jpg,15000000,http://www.moanmovie.com/,tt0462200,en,Black Snake Moan,"A God-fearing bluesman takes to a wild young woman who, as a victim of childhood sexual abuse, is looking everywhere for love, but never quite finding it.",14.854,/8Yv7kxsqXSe4ZHl8uJEhmsPjhAP.jpg,To save his soul he must save hers.,Drama,"Paramount Vantage, New Deal Productions, Southern Cross the Dog Productions",United States of America,English,"southern usa, musician, blues, trauma, military service, tennessee, nymphomaniac, captive, moonshine, drunkenness",movie
675,Harry Potter and the Order of the Phoenix,7.686,18177,Released,2007-07-08,938212738,138,False,/pkxPkHOPJjOvzfQOclANEBT8OfK.jpg,150000000,https://www.warnerbros.com/movies/harry-potter-and-order-phoenix/,tt0373889,en,Harry Potter and the Order of the Phoenix,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students to defend themselves against the dark arts.",117.168,/5aOyriWkPec0zUDxmHFP9qMmBaj.jpg,Evil Must Be Confronted.,"Adventure, Fantasy","Warner Bros. Pictures, Heyday Films","United Kingdom, United States of America",English,"witch, dying and death, court, magic, prophecy, loss of loved one, professor, supernatural, child hero, school of witchcraft, black magic, sorcery, occult, wizard, christmas, scholar, mystical land, ministry, based on young adult novel, wizarding world",movie
3001,How to Steal a Million,7.489,527,Released,1966-07-13,4400000,123,False,/lX5nHKBnF35dzTzYNavCBrZ6twU.jpg,6400000,,tt0060522,en,How to Steal a Million,A woman must steal a statue from a Paris museum to help conceal her father's art forgeries.,17.969,/xaf3pwmITJvfz9Ab8DiGM8OOtBC.jpg,A movie about those who appreciate the finest things in life... for free!,"Comedy, Crime, Romance","World Wide Productions, 20th Century Fox",United States of America,English,"insurance fraud, theft, art thief, swinging 60s, forgery",movie
9738,Fantastic Four,5.775,8765,Released,2005-06-29,333535934,106,False,/qq9ELjoyllBUMkGisZvcj0fCd43.jpg,100000000,,tt0120667,en,Fantastic Four,"During a space voyage, four scientists are altered by cosmic rays: Reed Richards gains the ability to stretch his body; Sue Storm can become invisible; Johnny Storm controls fire; and Ben Grimm is turned into a super-strong … thing. Together, these ""Fantastic Four"" must now thwart the evil plans of Dr. Doom and save the world from certain destruction.",23.572,/8HLQLILZLhDQWO6JDpvY6XJLH75.jpg,4 times the action. 4 times the adventure. 4 times the fantastic.,"Action, Adventure, Fantasy, Science Fiction","Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG, 1492 Pictures, Marvel Enterprises, 20th Century Fox, Bernd Eichinger Productions, Constantin Film","Germany, United States of America",English,"mask, friendship, marriage proposal, fire, sibling relationship, flying, radiation, missile, superhero, dna, transformation, based on comic, space, laboratory, explosion, scientist, super power, space station, brooklyn bridge, fantastic four, superhuman strength, invisibility, elasticity",movie
447277,The Little Mermaid,6.536,2148,Released,2023-05-18,569244557,135,False,/7VEUOEfRzzrQfWddlIyLUKvh6Nf.jpg,250000000,https://movies.disney.com/the-little-mermaid-2023,tt5971474,en,The Little Mermaid,"The youngest of King Triton’s daughters, and the most defiant, Ariel longs to find out more about the world beyond the sea, and while visiting the surface, falls for the dashing Prince Eric. With mermaids forbidden to interact with humans, Ariel makes a deal with the evil sea witch, Ursula, which gives her a chance to experience life on land, but ultimately places her life – and her father’s crown – in jeopardy.",353.543,/ym1dxyOk4jFcSl4Q2zmRrA5BEEN.jpg,"Watch and you'll see, some day I'll be, part of your world!","Adventure, Family, Fantasy, Romance","Walt Disney Pictures, Lucamar Productions, Marc Platt Productions",United States of America,English,"mermaid, musical, based on fairy tale, live action remake, amused",movie
1620,Hitman,6.085,3023,Released,2007-11-21,99965753,89,False,/lkoI9rc3OhuSYSy7gK45a3Nk9HH.jpg,24000000,http://www.hitmanmovie.com/,tt0465494,en,Hitman,"A genetically engineered assassin with deadly aim, known only as ""Agent 47"" eliminates strategic targets for a top-secret organization. But when he's double-crossed, the hunter becomes the prey as 47 finds himself in a life-or-death game of international intrigue.",29.882,/h69UJOOKlrHcvhl5H2LY74N61DQ.jpg,Most believe his very existence is a sin. But others know he is a necessary evil.,"Action, Thriller, Drama","Anka Film, Daybreak Productions, Dune Entertainment, Prime Universe Productions, EuropaCorp, 20th Century Fox","France, United States of America","English, Russian, Serbian","assassin, government, hitman, secret identity, intelligence, soviet union, celibacy, secret society, power takeover, adversary, execution, killer, based on video game, doppelgänger, secret formula, action hero",movie
20453,3 Idiots,7.984,2154,Released,2009-12-23,70000000,170,False,/u7kuUaySqXBVAtqEl9vkTkAzHV9.jpg,9000000,,tt1187043,hi,3 Idiots,"Rascal. Joker. Dreamer. Genius... You've never met a college student quite like ""Rancho."" From the moment he arrives at India's most prestigious university, Rancho's outlandish schemes turn the campus upside down—along with the lives of his two newfound best friends. Together, they make life miserable for ""Virus,"" the school’s uptight and heartless dean. But when Rancho catches the eye of the dean's daughter, Virus sets his sights on flunking out the ""3 idiots"" once and for all.",28.111,/66A9MqXOyVFCssoloscw79z8Tew.jpg,Aal Izz Well!,"Drama, Comedy","Vidhu Vinod Chopra Productions, Vinod Chopra Films",India,"English, Hindi, Sanskrit","suicide, suicide attempt, college, slapstick comedy, coming of age, friends, engineering, subjective camera",movie
146,"Crouching Tiger, Hidden Dragon",7.409,2914,Released,2000-07-06,213525736,120,False,/ylZ06kRUF2JKkrCG2E3qn5D9w8L.jpg,17000000,,tt0190332,zh,卧虎藏龍,"Two warriors in pursuit of a stolen sword and a notorious fugitive are led to an impetuous, physically-skilled, teenage nobleman's daughter, who is at a crossroads in her life.",25.021,/iNDVBFNz4XyYzM9Lwip6atSTFqf.jpg,"A timeless story of strength, secrets and two warriors who would never surrender.","Adventure, Drama, Action, Romance","China Film Co-Production Corporation, Columbia Pictures Film Production Asia, Good Machine, Asia Union Film & Entertainment Ltd., United China Vision, Zoom Hunt International Productions Company Ltd., Columbia Pictures, Sony Pictures Classics, Edko Films, Ang Lee Productions","China, Hong Kong, Taiwan, United States of America",Mandarin,"martial arts, kung fu, based on novel or book, flying, taskmaster, sword, tiger, villainess, mountain, comb, fistfight, sword fight, thief, revenge, theft, historical, female martial artist, 18th century, wuxia, warrior, bamboo, tavern fight, action hero, qing dynasty",movie
11359,The Indian in the Cupboard,6.404,565,Released,1995-07-14,0,96,False,/zIDwM5vjcBMSeTIlGzubpabRgKt.jpg,45000000,,tt0113419,en,The Indian in the Cupboard,A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.,15.524,/ozQAmW85tTJu2dhRe3evzyY03Nb.jpg,,"Adventure, Family, Fantasy","Paramount, The Kennedy/Marshall Company, Columbia Pictures",United States of America,"English, Italian","based on novel or book, cupboard, games, puppet, based on children's book, parallel world, toy comes to life, toy soldier",movie
32985,Solomon Kane,5.969,1277,Released,2009-09-16,19652185,104,False,/5BqdQshlGWtn43YIFHIlYJzhFsR.jpg,45000000,http://www.solomonkane.com/,tt0970452,en,Solomon Kane,"A nomadic 16th century warrior, condemned to hell for his brutal past, seeks redemption by renouncing violence, but finds some things are worth burning for as he fights to free a young Puritan woman from the grip of evil.",25.024,/jwwVNuGRUBXcudG6wOKP9U60BzU.jpg,Fight evil... With evil.,"Adventure, Fantasy, Action","Davis Films, Czech Anglo Productions, Wandering Star Pictures, Essential Entertainment","Czech Republic, France, United Kingdom, United States of America","English, Arabic","mercenary, trap, murder, puritan, sorcerer, gothic horror, covered wagon, monastery, mercy killing, healing, hanged body, pile of gold, 16th century, sword and sorcery",movie
2024,The Patriot,7.166,3554,Released,2000-06-28,215294342,165,False,/c9xSFZQtC4c16Vn5CMOaB1pGk9J.jpg,110000000,,tt0187393,en,The Patriot,"After proving himself on the field of battle in the French and Indian War, Benjamin Martin wants nothing more to do with such things, preferring the simple life of a farmer. But when his son Gabriel enlists in the army to defend their new nation, America, against the British, Benjamin reluctantly returns to his old life to protect his son.",35.559,/fWZd815QxUCUcrWQZwUkAp9ljG.jpg,Some things are worth fighting for.,"Drama, History, War, Action","Centropolis Entertainment, Mutual Film Company, Global Medien KG, Columbia Pictures, Sony Pictures","Germany, United States of America",English,"epic, daughter, mission, martial arts, general, southern usa, loss of loved one, rebel, patriotism, insurgence, gore, south carolina, based on true story, sword fight, historical fiction, soldier, patriot, 18th century, american revolution, revolutionary war",movie
60670,The Crimson Rivers,6.932,1382,Released,2000-09-27,0,106,False,/bHVyeU9fHZJKCL1pHIJaNTxSQes.jpg,2365000,,tt0228786,fr,Les Rivières pourpres,"Two French policemen, one investigating a grisly murder at a remote mountain college, the other working on the desecration of a young girl's grave by skinheads, are brought together by the clues from their respective cases. Soon after they start working together, more murders are committed, and the pair begin to discover just what dark secrets are behind the killings.",11.454,/y5gRgTg8EuB7Qff2QrsZqkYxDp7.jpg,Evil rises to new heights.,"Crime, Mystery, Thriller","Gaumont, Légende Films, TF1 Films Production, Canal+",France,French,"skinhead, based on novel or book, nun, ritual, detective, village, mountain, investigation, drug use, murder, serial killer, corpse, demon, policeman, graveyard",movie
136799,Trolls,6.671,3304,Released,2016-10-13,346864462,92,False,/gWCWHybWuVg3GmZpdY8qWGb85HR.jpg,125000000,http://www.dreamworks.com/trolls/,tt1679335,en,Trolls,"From the creators of Shrek comes the most smart, funny, irreverent animated comedy of the year, DreamWorks' Trolls. This holiday season, enter a colorful, wondrous world populated by hilariously unforgettable characters and discover the story of the overly optimistic Trolls, with a constant song on their lips, and the comically pessimistic Bergens, who are only happy when they have trolls in their stomach. Featuring original music from Justin Timberlake, and soon-to-be classic mash-ups of songs from other popular artists, the film stars the voice talents of Anna Kendrick, Justin Timberlake, Russell Brand, James Corden, Kunal Nayyar, Ron Funches, Icona Pop, Gwen Stefani, and many more. DreamWorks' TROLLS is a fresh, broad comedy filled with music, heart and hair-raising adventures. In November of 2016, nothing can prepare you for our new Troll world.",37.18,/9VlK2j0THZWzhQPq0W3Oc0IIdBB.jpg,Find your happy place.,"Family, Animation, Fantasy, Adventure, Comedy, Music","DreamWorks Animation, 20th Century Fox",United States of America,English,"friendship, hunger, musical, based on toy, troll, jukebox musical, kids",movie
256274,"As Above, So Below",6.664,3103,Released,2014-08-14,41900000,93,False,/w2IVckABEbAZOhuuLcQRHdyI6uk.jpg,5000000,http://www.asabovesobelowmovie.com/,tt2870612,en,"As Above, So Below","When a team of explorers ventures into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead.",33.512,/oJZSajKLJkoTOzSZQN2ZwRnPwHZ.jpg,The only way out is down,"Horror, Thriller","Brothers Dowdle Productions, Legendary Pictures, Universal Pictures","France, United States of America",English,"treasure, paris, france, loss of loved one, catacombs, female protagonist, scientist, archaeologist, subjective camera, found footage, adventurer, archeology, female archeologist, philosopher's stone",movie
370663,Below Her Mouth,6.796,1063,Released,2017-02-10,33673,92,False,/xNNF4l1OVscJNchJc5xvejHzTDO.jpg,0,https://www.serendipitypoint.com/below-her-mouth,tt5073620,en,Below Her Mouth,An unexpected affair quickly escalates into a heart-stopping reality for two women whose passionate connection changes their lives forever.,86.737,/nTGbq37hYLuNy7YgMg0gVLma0NS.jpg,Where desire lives,"Drama, Romance",Serendipity Point Films,Canada,English,"sexual identity, infidelity, female friendship, love, lesbian relationship, female protagonist, love affair, lust, lesbian sex, sexual desire, lgbt, woman director, erotic movie, gender identity, gay theme, lesbian",movie
758866,Drive My Car,7.397,1034,Released,2021-08-18,15308325,180,False,/ue4bFvkuNc5SWPgYNnfNU2C0D0p.jpg,0,https://lineup.the-match-factory.digital/cannes/drive-my-car,tt14039582,ja,ドライブ・マイ・カー,"Yusuke Kafuku, a stage actor and director, still unable, after two years, to cope with the loss of his beloved wife, accepts to direct Uncle Vanya at a theater festival in Hiroshima. There he meets Misaki, an introverted young woman, appointed to drive his car. In between rides, secrets from the past and heartfelt confessions will be unveiled.",18.896,/a2lxHS6Au35k5XtFQEQW44yWHeH.jpg,Go on living.,Drama,"Bitters End, C&I entertainment, Culture Entertainment, Agency for Cultural Affairs, J-LOD, nekojarashi, Quaras, Bungeishunju, L'espace Vision, Nippan Group Holdings, The Asahi Shimbun",Japan,"Mandarin, English, German, Indonesian, Japanese, Korean, Malay, Tagalog","infidelity, japan, loss of loved one, theater play, theater director, monologue, road trip, hiroshima, japan, grief, rehearsal, audition, sensuality, old car, driver, artistic sex, based on short story, sign languages, slow cinema, bilingual, loss of child",movie
602269,The Little Things,6.329,2158,Released,2021-01-28,29942746,128,False,/vfuzELmhBjBTswXj2Vqxnu5ge4g.jpg,30000000,https://www.thelittlethingsmovie.com,tt10016180,en,The Little Things,"Deputy Sheriff Joe ""Deke"" Deacon joins forces with Sgt. Jim Baxter to search for a serial killer who's terrorizing Los Angeles. As they track the culprit, Baxter is unaware that the investigation is dredging up echoes of Deke's past, uncovering disturbing secrets that could threaten more than his case.",37.106,/tLO1aD1ghdtVMT32z2sRmzgYKYd.jpg,Some things never let us go.,"Crime, Drama, Thriller","Warner Bros. Pictures, Gran Via Productions",United States of America,English,"detective, deputy sheriff, cop, serial killer, crime scene, los angeles, california, series of murders, cat and mouse, surveillance, lapd, homicide detective, prime suspect, 1990s, unsolved murders",movie
9599,The Blob,6.723,768,Released,1988-08-05,8247943,95,False,/jqA71xST9T4uNJGAcrFopYTwF0N.jpg,19000000,,tt0094761,en,The Blob,"In Arborville, California, three high school students discover a strange, gelatinous substance that melts the flesh of any living creatures in its path and wreaks havoc across town.",17.167,/zXXDmz5cPuSo9LveCNjZ1j16szC.jpg,"Scream now, while there's still room to breathe!","Horror, Science Fiction, Mystery","TriStar Pictures, Palisades California Inc.",United States of America,English,"cold, quarantine, killing, slime, disgust, comet, alien, playboy, remake, hospital, sewer, freezer, military, liquefaction, body horror",movie
333371,10 Cloverfield Lane,6.981,7377,Released,2016-03-10,110216998,104,False,/5uLqjVQlKNR4MbOeuheaRihPxAx.jpg,15000000,http://www.10cloverfieldlane.com/,tt1179933,en,10 Cloverfield Lane,"After getting in a car accident, a woman is held in a shelter with two men, who claim the outside world is affected by a widespread chemical attack.",27.817,/84Dhwz93vCin6T1PX6ctSvWEuNE.jpg,Monsters come in many forms.,"Thriller, Science Fiction, Drama, Horror",Bad Robot,United States of America,English,"kidnapping, paranoia, bunker, basement, survivalist, apocalypse, car accident, captive",movie
33613,The Girl Who Kicked the Hornet's Nest,7.065,1242,Released,2009-11-27,43498108,147,False,/qhohCrCs4sv1M4H9NIRlhgl0lcE.jpg,4000000,http://dragontattoofilm.com/,tt1343097,sv,Luftslottet som sprängdes,"After taking a bullet to the head, Salander is under close supervision in a hospital and is set to face trial for attempted murder on her eventual release. With the help of journalist Mikael Blomkvist and his researchers at Millennium magazine, Salander must prove her innocence. In doing this she plays against powerful enemies and her own past.",15.282,/92byRQBuuiLcfKnBi5NOuipSgV8.jpg,There's A Storm Coming,"Action, Thriller, Crime, Mystery","Nordisk Film Denmark, Yellow Bird, ZDF, SVT, Film i Väst","Denmark, Germany, Sweden",Swedish,"hacker, hospital, pedophile, newspaper man, threat, millennium",movie
655082,Eiffel,6.303,569,Released,2021-10-07,13000000,108,False,/AfrGOrPC85hte5sSb94zlSizalT.jpg,26000000,,tt10366514,fr,Eiffel,"The French government is asking Gustave Eiffel to design something spectacular for the 1889 Paris World Fair, but he simply wants to design the subway—until he crosses paths with a mysterious woman from his past.",12.54,/mrHx1eQpG7d0Qz3PUkt1ceEP6YK.jpg,You will never look at it the same way again.,"Romance, Drama","Pathé, VVZ Production, Constantin Film, SCOPE Pictures","Belgium, France, Germany",French,"paris, france, eiffel tower, paris, 19th century, world's fair, tour eiffel",movie
9042,The Cave,5.346,833,Released,2005-08-26,33296457,97,False,/2cnP0Ry4MY1X3cf09LnfHuuEaoL.jpg,30000000,,tt0402901,en,The Cave,"After a group of biologists discovers a huge network of unexplored caves in Romania and, believing it to be an undisturbed eco-system that has produced a new species, they hire the best American team of underwater cave explorers in the world. While exploring deeper into the underwater caves, a rockslide blocks their exit, and they soon discover a larger carnivorous creature has added them to its food chain.",15.412,/gMfJo22XulGLA8h8yAjiLhdQusv.jpg,There are places man was never meant to go.,"Action, Adventure, Horror, Thriller","City Productions, Cineblue Internationale Filmproduktionsgesellschaft, Lakeshore Entertainment, Screen Gems, Cinerenta Medienbeteiligungs KG","Germany, United States of America","English, Romanian","cave, fall, creature, diver, swimwear, caving, romania",movie
398181,You Were Never Really Here,6.547,2559,Released,2017-11-08,10891281,89,False,/hSVDyX7qmBxyg1OxmdkvmR4IrGp.jpg,0,https://www.amazon.com/dp/B0797CB8H4,tt5742374,en,You Were Never Really Here,"A traumatised veteran, unafraid of violence, tracks down missing girls for a living. When a job spins out of control, his nightmares overtake him as a conspiracy is uncovered leading to what may be his death trip or his awakening.",16.299,/nx4lUyQNEzJowcF55VAP0TQEaX0.jpg,Bring the hammer.,"Crime, Drama, Thriller","Why Not Productions, Page 114, Film4 Productions, BFI, Amazon Studios","United Kingdom, United States of America, France",English,"hotel, new york city, post-traumatic stress disorder (ptsd), based on novel or book, childhood trauma, flashback, money, murder, teenage girl, drugs, stakeout, alarm, u.s. senator, phone call, burning photograph, mother son relationship, army veteran",movie
1991,Death Proof,6.824,4703,Released,2007-05-22,31126421,113,False,/c7k9ZZb1MoFzJeyjphKRMLHOgqU.jpg,25000000,http://www.deathproof.net/,tt1028528,en,Death Proof,"Austin's hottest DJ, Jungle Julia, sets out into the night to unwind with her two friends Shanna and Arlene. Covertly tracking their moves is Stuntman Mike, a scarred rebel leering from behind the wheel of his muscle car, revving just feet away.",28.985,/vtu6H4NWnQVqEp3aanUq3hNeeot.jpg,A crash course in revenge,"Action, Thriller","Troublemaker Studios, The Weinstein Company, Dimension Films, Rodriguez International Pictures",United States of America,English,"sports car, sadism, psychopath, disc jockey, ladykiller, exploitation, gore, stunt, female friendship, women's prison, stalker, stuntman, grindhouse, beaten to death, slasher, sadist, killer car, duringcreditsstinger, bloody, april march",movie
97434,Gambit,5.469,610,Released,2012-04-25,0,89,False,/jBxQjghhOR3yyhf95cZtwqJ3Van.jpg,0,http://monetgame.gaga.ne.jp/,tt0404978,en,Gambit,"An art curator decides to seek revenge on his abusive boss by conning him into buying a fake Monet, but his plan requires the help of an eccentric and unpredictable Texas rodeo queen.",16.235,/6KOHKBa6toWdGOKHkzmLGjlOLdS.jpg,A fake masterpiece. The perfect plan.,"Comedy, Crime","CBS Films, FilmNation Entertainment, Crime Scene Pictures, Michael Lobell Productions, ArtPhyl",United States of America,English,"dark comedy, heist, caper, con",movie
1495,Kingdom of Heaven,6.908,3772,Released,2005-05-03,218122627,144,False,/kP8rK9dGS1pr0HrnmXfIi2heWjo.jpg,130000000,,tt0320661,en,Kingdom of Heaven,"After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades.",51.552,/uk55nBEFIQFveIiy9jvLGiVtk4h.jpg,"Be without fear in the face of your enemies. Safeguard the helpless, and do no wrong","Drama, Action, Adventure, History, War","Scott Free Productions, BK, KOH, Reino del Cielo, Inside Track 3, 20th Century Fox, Babelsberg Film","Germany, Spain, United Kingdom, United States of America","Arabic, English, Italian, Latin","epic, blacksmith, muslim, crusade, jerusalem, israel, swordsman, knight, religion, order of the templars, knight templars, 12th century, saladin, king richard, christian",movie
255709,Hope,8.374,576,Released,2013-10-02,0,122,False,/l5K9elugftlcyIHHm4nylvsn26X.jpg,0,,tt3153634,ko,소원,"After 8-year-old So-won narrowly survives a brutal sexual assault, her family labors to help her heal while coping with their own rage and grief.",14.679,/x9yjkm9gIz5qI5fJMUTfBnWiB2o.jpg,We won't let her shed tears again.,Drama,"Lotte Entertainment, Film Momentum, Michigan Venture Capital",South Korea,Korean,"child abuse, hope, based on true story, sexual assault, south korea",movie
767,Harry Potter and the Half-Blood Prince,7.697,18127,Released,2009-07-15,933959197,153,False,/urDWNffjwmNi5IQaezw9GwqkUXa.jpg,250000000,https://www.warnerbros.com/movies/harry-potter-and-half-blood-prince/,tt0417741,en,Harry Potter and the Half-Blood Prince,"As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again.",121.735,/z7uo9zmQdQwU5ZJHFpv2Upl30i1.jpg,Dark Secrets Revealed,"Adventure, Fantasy","Warner Bros. Pictures, Heyday Films","United Kingdom, United States of America",English,"witch, dying and death, london, england, magic, school of witchcraft, apparition, curse, teenage crush, school, werewolf, teenage love, luck, wizard, secret past, christmas, based on young adult novel, wizarding world",movie
3902,I'm Not There,6.555,632,Released,2007-10-01,4001121,135,False,/9U7kVXZMHQa9QoJSrWP9bnVi9wG.jpg,20000000,http://www.imnotthere-movie.com/,tt0368794,en,I'm Not There,"Six actors portray six personas of music legend Bob Dylan in scenes depicting various stages of his life, chronicling his rise from unknown folksinger to international icon and revealing how Dylan constantly reinvented himself.",18.631,/bucgvB7gQqcl1m71efHkenfIMTj.jpg,All I Can Do Is Be Me Whoever That Is.,"Drama, Music","Wells Productions, Killer Films, John Goldwyn Productions, Endgame Entertainment, Dreamachine, Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I), Grey Water Park Productions, Rising Star, VIP Medienfonds 4, Celluloid Dreams, The Weinstein Company","Canada, France, Germany, United States of America",English,"rock 'n' roll, advancement, john f. kennedy, success, beatnik, biography, motorcycle crash",movie
2770,American Pie 2,6.218,4553,Released,2001-08-10,287553595,108,False,/uKiMpSGhKHDfZ7TwNfVFDLwvNRR.jpg,30000000,,tt0252866,en,American Pie 2,"After a year apart - attending different schools, meeting different people - the guys rent a beach house and vow to make this the best summer ever. As it turns out, whether that will happen or not has a lot to do with the girls. Between the wild parties, outrageous revelations and yes, a trip to band camp, they discover that times change and people change, but in the end, it's all about sticking together.",33.988,/854ZZxXdeabAs90mrV72NqShJqR.jpg,This Summer It's All About Sticking Together.,"Comedy, Romance","Universal Pictures, Liveplanet, Zide-Perry Productions",United States of America,English,"summer, beach house, group of friends, tantra, superglue, sex comedy",movie
10588,The Cat in the Hat,5.297,1516,Released,2003-11-21,133800000,81,False,/au236RSArVTOMXM6AXVNBPZEKNb.jpg,109000000,http://www.thecatinthehatmovie.com/,tt0312528,en,The Cat in the Hat,"During a rainy day, and while their mother is out, Conrad and Sally, and their pet fish, are visited by the mischievous Cat in the Hat. Fun soon turns to mayhem, and the siblings must figure out how to rid themselves of the maniacal Cat.",36.729,/rarkyyiNciLa0r9Ywz6VdnDIaZA.jpg,Don't mess with the hat.,"Comedy, Adventure, Family, Fantasy","Universal Pictures, Imagine Entertainment, DreamWorks Pictures",United States of America,English,"sibling relationship, chaos, cat, boredom, surrealism, stepfather, slapstick comedy, house party, based on children's book, goldfish, impersonation, impersonating a police officer, talking cat, talking fish, live action and animation, mother son relationship, mother daughter relationship",movie
544,There's Something About Mary,6.585,4589,Released,1998-07-15,369884651,119,False,/egJQ3nIon5fT8wyXcKRHzvmtZpD.jpg,23000000,http://www.aboutmary.com/,tt0129387,en,There's Something About Mary,"For Ted, prom night went about as bad as it’s possible for any night to go. Thirteen years later, he finally gets another chance with his old prom date, only to run up against other suitors including the sleazy detective he hired to find her.",28.083,/g03pwohXHOI75InM3zraiaEGguO.jpg,Love Is In The Hair.,"Romance, Comedy",20th Century Fox,United States of America,English,"surgeon, romantic comedy, stalker, dream girl, taboo, screwball comedy, frisbee, troubadour, intellectual disability",movie
176241,Prison Break: The Final Break,7.481,599,Released,2009-05-24,0,89,False,/qN2q7yyCsSLVt8tVVW3d4VXvbPb.jpg,0,,tt1131748,en,Prison Break: The Final Break,"The movie covers the events which occurred in between the downfall of The Company and the finale of the TV series (SEASON 4). It details the arrest and incarceration of Sara Tancredi, the final escape plan which Michael devises for Sara, and reveals the ultimate fate of Gretchen Morgan.",23.699,/wysK4kBW1u4VSXDfSbgODVC6Mst.jpg,Prepare yourself for the truth,"Action, Drama, Thriller","Adelstein-Parouse Productions, 20th Century Fox Television, Rat Entertainment",United States of America,English,"prison, prison escape, love",movie
