id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords,media_type
435129,The Breadwinner,7.878,754,Released,2017-11-17,312381,94,False,/fRtQdiESAdt9rjXCvZhvkmprvac.jpg,0,http://www.cartoonsaloon.ie/work/the-breadwinner/,tt3901826,en,The Breadwinner,"A headstrong young girl in Afghanistan, ruled by the Taliban, disguises herself as a boy in order to provide for her family.",9.691,/2d6qmkJz9AWqmk9wBWtd2uFX89t.jpg,,"Animation, War, Drama","Cartoon Saloon, Jolie Pas, Téléfilm Canada, Fís Éireann/Screen Ireland, Aircraft Pictures, Melusine Productions","Ireland, Canada, Luxembourg","English, Italian","based on novel or book, arranged marriage, cartoon, imprisonment, afghanistan, father, taliban, poverty, family, disguise, gender, adult animation, culture, religious intolerance, breadwinner, father daughter relationship",movie
345940,The Meg,6.256,7018,Released,2018-08-09,530517320,113,False,/6bAjogOzrB9xbmIaY3BRpZZgn5Q.jpg,150000000,https://www.warnerbros.com/movies/meg,tt4779682,en,The Meg,"A deep sea submersible pilot revisits his past fears in the Mariana Trench, and accidentally unleashes the seventy foot ancestor of the Great White Shark believed to be extinct.",101.431,/eyWICPcxOuTcDDDbTMOZawoOn8d.jpg,Pleased to eat you,"Action, Science Fiction, Horror","Apelles Entertainment, Gravity Pictures, di Bonaventura Pictures, Flagship Entertainment Group, Maeday Productions, Warner Bros. Pictures","China, United States of America","Mandarin, English, Japanese, Thai","beach, based on novel or book, ocean, deep sea, creature, underwater, shark, oceanic expedition, kaiju, submersible, extinct, underwater facility, mariana trench",movie
2486,Eragon,5.073,3039,Released,2006-12-14,249288105,104,False,/jqMzqcuAj1Fmtw1F4CikWaTuXFb.jpg,100000000,http://www.eragonmovie.com/,tt0449010,en,Eragon,"In his homeland of Alagaesia, a farm boy happens upon a dragon's egg -- a discovery that leads him on a predestined journey where he realized he's the one person who can defend his home against an evil king.",24.517,/k8f8WZjTzZ6TJYrKpyayCB4zKlw.jpg,"As darkness falls, the last dragon will choose its rider.","Fantasy, Action, Adventure, Family","Fox 2000 Pictures, Davis Entertainment, Dune Entertainment, Major Studio Partners, Mid Atlantic Films, 20th Century Fox, Ingenious Media","United Kingdom, United States of America, Hungary",English,"princess, epic, based on novel or book, elves, magic, kingdom, telepathy, bravery, mythology, black magic, mythical creature, dragon, fictional war, teacher student relationship, fantasy world, wizard, teenage hero, high fantasy, sword and sorcery, based on young adult novel, good versus evil, dragon rider",movie
278774,Zapped,6.141,578,Released,2014-06-27,0,94,False,/s7tRhQ8oDJSdsy3YvDp04KtK9nC.jpg,0,http://disneychannel.disney.com/zapped,tt3544734,en,Zapped,"Zoey is a talented dancer whose organized life is rudely disrupted when she moves in with her new step-dad and three step-brothers, until she discovers a dog-training app that can get boys to obey her every command. But she soon learns that it isn't the cure-all she had hoped for.",11.567,/u33QFfbvChD5LNcuZD0LsSVnoa1.jpg,Boys will be boys... but better,"TV Movie, Comedy, Family","Off-Leash Teleproductions, Muse Entertainment, MarVista Entertainment",Canada,English,"high school, dance, stepbrother, teen comedy, high school rivalry, stepsiblings, obedience, blended family",movie
14869,G.I. Joe: The Rise of Cobra,5.762,4320,Released,2009-08-03,302469017,118,False,/vBV2nF3yqYrskq2y1bSSuAuGqcz.jpg,175000000,http://www.gijoemovie.com/,tt1046173,en,G.I. Joe: The Rise of Cobra,"From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.",60.412,/mc9b25IAprHfsaOz0wTshOwGHcY.jpg,"When all else fails, they don't.","Adventure, Action, Thriller, Science Fiction","Paramount, Spyglass Entertainment, di Bonaventura Pictures, Hasbro, Kontsept Film Company","Czech Republic, United States of America","English, French, Gaelic","government, technology, hostage, laser, warhead, president, revenge, murder, attack, terrorism, explosion, scientist, evil, cobra",movie
214030,Fading Gigolo,5.841,545,Released,2013-09-07,2681345,90,False,/cat9ansWgGKMpRJPgDWcoMbl0mx.jpg,0,,tt2258345,en,Fading Gigolo,"Fioravante decides to become a professional Don Juan as a way of making money to help his cash-strapped friend, Murray. With Murray acting as his ""manager"", the duo quickly finds themselves caught up in the crosscurrents of love and money.",10.893,/bThnmRhh0d3oKcmte2w0aArm8Lq.jpg,,Comedy,Antidote Films,United States of America,English,"new york city, friendship, gigolo, sexual fantasy, jewish culture, money problems, fling",movie
262500,Insurgent,6.361,9494,Released,2015-03-18,297002527,119,False,/8YNNyQiPZlF9qv5EGOUK20mnXVk.jpg,110000000,http://www.thedivergentseries.movie/#insurgent,tt2908446,en,Insurgent,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart.,38.035,/dP5Fb6YRfzmCQtRbHOr2kO7tJW9.jpg,One Choice Can Destroy You,"Action, Adventure, Science Fiction, Thriller","Summit Entertainment, Red Wagon Entertainment, Mandeville Films, NeoReel, Lionsgate","Canada, United States of America",English,"based on novel or book, revolution, dystopia, sequel, based on young adult novel",movie
74387,Goon,6.424,830,Released,2012-01-06,6483963,92,False,/ph1TNGpHcyeZFZH7hbLqQ3oISXx.jpg,0,http://www.goonfilm.com/,tt1456635,en,Goon,"Doug Glatt, a slacker who discovers he has a talent for brawling, is approached by a minor league hockey coach and invited to join the team as the ""muscle."" Despite the fact that Glatt can't skate, his best friend, Pat, convinces him to give it a shot, and Glatt becomes a hero to the team and their fans, until the league's reigning goon becomes threatened by Glatt's success and decides to even the score.",12.083,/czTnUvy1jrfbzzDbX0xny4pozAQ.jpg,"Meet Doug, the nicest guy you'll ever fight.",Comedy,"Inferno Pictures, Don Carmody Productions, Caramel Films, No Trace Camping, DragonCove Studios","Canada, United States of America","English, French","sports, ice hockey, misfit, bouncer, minor leagues, duringcreditsstinger",movie
36685,The Rocky Horror Picture Show,7.477,2575,Released,1975-08-14,112892319,100,False,/5DU39tmUzbXtD6UXgm7iZqxpwoV.jpg,1200000,http://www.rockyhorror.com,tt0073629,en,The Rocky Horror Picture Show,"Sweethearts Brad and Janet, stuck with a flat tire during a storm, discover the eerie mansion of Dr. Frank-N-Furter, a transvestite scientist. As their innocence is lost, Brad and Janet meet a houseful of wild characters, including a rocking biker and a creepy butler. Through elaborate dances and rock songs, Frank-N-Furter unveils his latest creation: a muscular man named 'Rockv'.",30.109,/3pyE6ZqDbuJi7zrNzzQzcKTWdmN.jpg,A different set of jaws.,"Comedy, Science Fiction, Fantasy, Horror","Michael White Productions, 20th Century Fox","United Kingdom, United States of America",English,"sexual identity, rock 'n' roll, transvestism, time warp, transylvania, transvestite, group sex, seduction, castle, sex addiction, musical, based on play or musical, cross dressing, homoeroticism, psychotronic, lgbt interest, horror musical",movie
244506,Camp X-Ray,6.736,950,Released,2014-10-17,59744,117,False,/uD6KIIHoAa6PBXwEdZ7Etinlz0O.jpg,1000000,http://www.ifcfilms.com/films/camp-x-ray,tt2994190,en,Camp X-Ray,"A young woman joins the military to be part of something bigger than herself and her small-town roots. Instead, she ends up as a new guard at Guantanamo Bay, where her mission is far from black and white. Surrounded by hostile jihadists and aggressive squadmates, she strikes up an unusual friendship with one of the detainees.",15.367,/aqNzRiaEsfv567Ji9njJofblRBE.jpg,Connection takes courage,Drama,"Young Gang, Gotham Group, Upload Films, GNK Productions, Rough House Pictures",United States of America,English,"military officer, guantanamo bay, female soldier, female protagonist, american abroad, military police, military, unlikely friendship, detainee, female",movie
11895,Police Academy 6: City Under Siege,5.1,764,Released,1989-03-09,33200000,84,False,/fVuhshAl0izxOaWSqNOHLQUcoPM.jpg,15000000,https://www.warnerbros.com/movies/police-academy-6-city-under-siege/,tt0098105,en,Police Academy 6: City Under Siege,"Our favourite police men are called together to deal with a gang who rob banks and jewelers. Using their various talents as well as their extraordinary luck, the crooks stand no chance against our men and women in blue.",23.424,/gRFJ3xLewH1rwEplZBfKS4vGpFV.jpg,The Grads are going undercover in the city to unmask the mastermind of crime.,"Comedy, Crime",Warner Bros. Pictures,United States of America,English,"competition, gangster, mayor, investigation, adversary, gang, jewel thief",movie
200085,The Flu,7.525,1086,Released,2013-08-14,19775853,122,False,/uFwnUQ3ZwE5EbBEDBzs1bRPlOx8.jpg,0,,tt2351310,ko,감기,"A case of the flu quickly morphs into a pandemic. As the death toll mounts and the living panic, the government plans extreme measures to contain it.",25.472,/mvTXhTddHIZbOU9pmrcPODI1kRx.jpg,Death goes viral.,"Action, Adventure, Science Fiction","iLoveCinema, iFilm, Sidus, CJ Entertainment",South Korea,"English, Korean, Tagalog","quarantine, police, flu, survival, disaster, doctor, lethal virus, epidemic, virus, influenza, mother daughter relationship",movie
311,Once Upon a Time in America,8.427,4863,Released,1984-05-23,5500000,229,False,/uPYa165sraN2c8gZBM9C47g3JoU.jpg,30000000,,tt0087843,en,Once Upon a Time in America,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",42.059,/i0enkzsL5dPeneWnjl1fCWm6L7k.jpg,"Crime, passion and lust for power.","Drama, Crime","The Ladd Company, Embassy International Pictures, Rafran Cinematografica, Warner Bros. Pictures, PSO","United States of America, Italy","English, French, Hebrew, Italian, Yiddish","new york city, regret, lovesickness, rape, life and death, sexual abuse, street gang, corruption, based on novel or book, prohibition era, gangster, sadistic, money laundering, opium, mafia boss, murder, memory, jewish american, torture, brooklyn bridge, childhood friends, 1920s, 1960s, 1930s",movie
30497,The Texas Chain Saw Massacre,7.292,2872,Released,1974-10-01,30900000,83,False,/1I1cFIKnXEdaOfN4597Y91oNXyo.jpg,85000,,tt0072271,en,The Texas Chain Saw Massacre,"When Sally hears that her grandfather's grave may have been vandalized, she and her paraplegic brother, Franklin, set out with their friends to investigate. After a detour to their family's old farmhouse, they discover a group of crazed, murderous outcasts living next door. As the group is attacked one by one by the chainsaw-wielding Leatherface, who wears a mask of human skin, the survivors must do everything they can to escape.",40.426,/kvaLXaC4RX8KLYkJkWWJCyMsEw3.jpg,Who will survive and what will be left of them?,Horror,Vortex,United States of America,English,"van, gas station, sadistic, texas, midnight movie, leatherface, hitchhiker, slaughterhouse, chainsaw, cannibal, family, polaroid, grave robber, brutal violence",movie
207,Dead Poets Society,8.312,10311,Released,1989-06-02,235860116,128,False,/hpzQHv8cA7j2Dn2CphOFYmllXzj.jpg,16400000,,tt0097165,en,Dead Poets Society,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",38.942,/ai40gM7SUaGA6fthvsd87o8IQq4.jpg,He was their inspiration. He made their lives extraordinary.,Drama,"Touchstone Pictures, Silver Screen Partners IV, A Steven Haft Production, Witt/Thomas Productions",United States of America,"English, Latin","individual, friendship, philosophy, poetry, literature, professor, coming of age, teacher, school play, vermont, schoolteacher, preparatory school, 1950s, teenager",movie
253,Live and Let Die,6.484,1826,Released,1973-06-27,126377836,121,False,/v28YYcN5p9hD8PKGAeWLz0ugsfX.jpg,7000000,https://www.mgm.com/movies/live-and-let-die,tt0070328,en,Live and Let Die,James Bond must investigate a mysterious murder case of a British agent in New Orleans. Soon he finds himself up against a gangster boss named Mr. Big.,25.922,/39qkrjqMZs6utwNmihVImC3ghas.jpg,Roger Moore as James Bond.,"Adventure, Action, Thriller","United Artists, Eon Productions, Danjaq",United Kingdom,"English, Hungarian","new york city, london, england, sheriff, dual identity, based on novel or book, drug smuggling, bomb, england, secret mission, spy, boat, secret intelligence service, tarot cards, jamaica, drug trafficking, voodoo, tombstone, heroin, secret identity, crocodile, speedboat , aftercreditsstinger",movie
1677,Ray,7.439,1780,Released,2004-10-29,124731534,152,False,/crOry6huvXiX91i5fJhS4h684aA.jpg,40000000,,tt0350258,en,Ray,"Born on a sharecropping plantation in Northern Florida, Ray Charles went blind at seven. Inspired by a fiercely independent mom who insisted he make his own way, He found his calling and his gift behind a piano keyboard. Touring across the Southern musical circuit, the soulful singer gained a reputation and then exploded with worldwide fame when he pioneered coupling gospel and country together.",30.164,/tSPC7sO2XYNL9QcMmK88tuUALL5.jpg,The extraordinary life story of Ray Charles.,"Drama, Music","Bristol Bay Productions, Universal Pictures, Anvil Films, Baldwin Entertainment Group",United States of America,English,"blindness and impaired vision, country music, jazz, loss of loved one, black people, overdose, bus ride, georgia, record producer, biography, rags to riches, childhood trauma, gospel, indianapolis, record label, recording studio, pianist, usa history",movie
8848,The Bank Job,6.823,2079,Released,2008-02-28,64828421,112,False,/ynnarxTMs8jWKV9GK0SpUhGNCgH.jpg,20000000,http://thebankjobmovie.com,tt0200465,en,The Bank Job,"Terry is a small-time car dealer trying to leave his shady past behind and start a family. Martine is a beautiful model from Terry's old neighbourhood who knows that Terry is no angel. When Martine proposes a foolproof plan to rob a bank, Terry recognises the danger but realises this may be the opportunity of a lifetime. As the resourceful band of thieves burrows its way into a safe-deposit vault at a Lloyds Bank, they quickly realise that, besides millions in riches, the boxes also contain secrets that implicate everyone from London's most notorious underworld gangsters to powerful government figures, and even the Royal Family. Although the heist makes headlines throughout Britain for several days, a government gag order eventually brings all reporting of the case to an immediate halt.",25.532,/ayrGDJDsSBczjztGUWKqmzL97xg.jpg,The true story of a heist gone wrong... in all the right ways.,"Thriller, Crime, Drama","Omnilab Media, Mosaic Media Group, Relativity Media, Skyline (Baker St), Atlas Entertainment","Australia, United Kingdom, United States of America",English,"infidelity, mannequin, wife, photography, subway, vault, car dealer, bahamas, based on true story, london underground, strip club, offer, extortion, police corruption, double cross, walkie talkie, railway station, jackhammer, political corruption, bank heist, cabinet officer",movie
9476,A Knight's Tale,6.9,2790,Released,2001-05-11,117487473,132,False,/gkT737kgnmI6jZyXbUBJRwVbGkW.jpg,65000000,,tt0183790,en,A Knight's Tale,"William Thatcher, a knight's peasant apprentice, gets a chance at glory when the knight dies suddenly mid-tournament. Posing as a knight himself, William won't stop until he's crowned tournament champion—assuming matters of the heart don't get in the way.",24.222,/srb1XnrlDZHcdpjBKqUu4qAzxKU.jpg,He Will Rock You,"Adventure, Drama, Romance, Action","Columbia Pictures, Escape Artists, Finestkind, Black and Blu Entertainment",United States of America,English,"london, england, poetry, rivalry, sword fight, knight, tournament, duel, torture, writer, impostor, church, game, jousting, medieval, aftercreditsstinger",movie
396422,Annabelle: Creation,6.6,5258,Released,2017-08-03,306515884,110,False,/o8u0NyEigCEaZHBdCYTRfXR8U4i.jpg,15000000,http://annabellemovie.com,tt5140878,en,Annabelle: Creation,"Several years after the tragic death of their little girl, a doll maker and his wife welcome a nun and several girls from a shuttered orphanage into their home, soon becoming the target of the doll maker's possessed creation—Annabelle.",53.098,/tb86j8jVCVsdZnzf8I6cIi65IeM.jpg,You don't know the real story,"Horror, Mystery, Thriller","Atomic Monster, New Line Cinema, The Safran Company, Warner Bros. Pictures",United States of America,"English, Spanish","prequel, evil doll, demon, spin off, demonic possession, ghost, aftercreditsstinger, duringcreditsstinger, the conjuring universe",movie
14574,The Boy in the Striped Pyjamas,7.849,6542,Released,2008-05-07,20416563,94,False,/7fJAYM0rhzpEhCK6wxbQ412EoYW.jpg,12500000,https://www.miramax.com/movie/the-boy-in-the-striped-pajamas/,tt0914798,en,The Boy in the Striped Pyjamas,"When his family moves from their home in Berlin to a strange new house in Poland, young Bruno befriends Shmuel, a boy who lives on the other side of the fence where everyone seems to be wearing striped pajamas. Unaware of Shmuel's fate as a Jewish prisoner or the role his own Nazi father plays in his imprisonment, Bruno embarks on a dangerous journey inside the camp's walls.",45.822,/2C8QCXdMlojTxZjfBlINr4FWcb6.jpg,"Lines may divide us, but hope will unite us.","War, Drama, History","BBC Film, Miramax, Heyday Films","United Kingdom, United States of America",English,"based on novel or book, nazi, nationalism, concentration camp, world war ii, gas chamber, concentration camp prisoner, children in wartime",movie
116745,The Secret Life of Walter Mitty,7.172,7080,Released,2013-12-18,188133322,114,False,/8hSjOHRY4OUEpqxszYbMdem8z9C.jpg,90000000,https://www.20thcenturystudios.com/movies/the-secret-life-of-walter-mitty,tt0359950,en,The Secret Life of Walter Mitty,A timid magazine photo manager who lives life vicariously through daydreams embarks on a true-life adventure when a negative goes missing.,26.534,/tY6ypjKOOtujhxiSwTmvA4OZ5IE.jpg,Stop dreaming. Start living.,"Adventure, Comedy, Drama, Fantasy","TSG Entertainment, Big Screen Productions, Down Productions, Red Hour","United States of America, United Kingdom","English, Icelandic, Spanish","himalaya mountain range, photographer, iceland, daydream, magazine, photograph, shark, fired from the job, dreamer, online dating, daydreaming",movie
179826,Odd Thomas,6.94,1193,Released,2013-01-29,0,100,False,/mLTmFeC2H8YwTjjoKZWd18zbiFx.jpg,27000000,,tt1767354,en,Odd Thomas,"In a California desert town, a short-order cook with clairvoyant abilities encounters a mysterious man with a link to dark, threatening forces.",26.305,/skBMhQjHLTU1rp4gutxHp0JuY1C.jpg,"I might see dead people... But then, by God, I do something about it.","Mystery, Thriller","Future Films, Fusion Films, Sommers Company, The",United States of America,English,"small town, supernatural, romance, super power",movie
155,The Dark Knight,8.512,30619,Released,2008-07-16,1004558444,152,False,/nMKdUUepR0i5zn0y1T4CsSB5chy.jpg,185000000,https://www.warnerbros.com/movies/dark-knight/,tt0468569,en,The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",130.643,/qJ2tW6WMUDux911r6m7haRef0WH.jpg,Welcome to a world without rules.,"Drama, Action, Crime, Thriller","DC Comics, Legendary Pictures, Syncopy, Isobel Griffiths, Warner Bros. Pictures","United Kingdom, United States of America","English, Mandarin","joker, sadism, chaos, secret identity, crime fighter, superhero, anti hero, scarecrow, based on comic, vigilante, organized crime, tragic hero, anti villain, criminal mastermind, district attorney, super power, super villain, neo-noir",movie
5825,National Lampoon's Christmas Vacation,7.214,2083,Released,1989-11-30,71319546,97,False,/4hjIdszvKPqjvsbQgajN8BWmZtq.jpg,27000000,,tt0097958,en,National Lampoon's Christmas Vacation,"It's Christmastime, and the Griswolds are preparing for a family seasonal celebration. But things never run smoothly for Clark, his wife Ellen, and their two kids. Clark's continual bad luck is worsened by his obnoxious family guests, but he manages to keep going, knowing that his Christmas bonus is due soon.",26.158,/gL8ZDtAy8vO95aAnv1H5CR4CGMA.jpg,Yule crack up.,Comedy,"Hughes Entertainment, Warner Bros. Pictures",United States of America,English,"holiday, boss, family dinner, neighbor, domestic life, fantasy sequence, christmas, christmas bonus, jello",movie
763285,Ambulance,6.7,1714,Released,2022-03-16,51783040,136,False,/rdOIqwR7P7fvTpC6LILSmQxEg6O.jpg,40000000,https://www.ambulance.movie,tt4998632,en,Ambulance,"Decorated veteran Will Sharp, desperate for money to cover his wife's medical bills, asks for help from his adoptive brother Danny. A charismatic career criminal, Danny instead offers him a score: the biggest bank heist in Los Angeles history: $32 million.",31.656,/kuxjMVuc3VTD7p42TZpJNsSrM1V.jpg,It was supposed to be a simple heist.,"Thriller, Action","Universal Pictures, Bay Films, Endeavor Content, New Republic Pictures, Project X Entertainment",United States of America,English,"ambulance, car crash, remake, officer involved shooting, los angeles, california, bank robbery, veteran, heist gone wrong, bank heist, police helicopter, brother brother relationship",movie
26736,Wizards of Waverly Place: The Movie,6.626,1325,Released,2009-08-28,0,94,False,/7jKVrSLqPxOynC9z5gel4BNmhui.jpg,0,,tt1369845,en,Wizards of Waverly Place: The Movie,A young wizard accidentally conjures a spell that puts her family in jeopardy.,28.584,/reHGWHlF5tHwFQiFmsWHn9gwIpq.jpg,Family vacations can be tricky.,"Family, TV Movie, Adventure, Comedy, Drama, Fantasy, Action",,United States of America,English,"island, sibling relationship, magic, foreign language, family vacation, family holiday, parents, wizard, trouble, changing the past or future",movie
423108,The Conjuring: The Devil Made Me Do It,7.491,5407,Released,2021-05-25,206431050,111,False,/qi6Edc1OPcyENecGtz8TF0DUr9e.jpg,39000000,http://www.theconjuringmovie.net,tt7069210,en,The Conjuring: The Devil Made Me Do It,"Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.",152.616,/xbSuFiJbbBWCkyCCKIMfuDCA4yV.jpg,The demonic case that shocked America.,"Horror, Mystery, Thriller","New Line Cinema, The Safran Company, Atomic Monster",United States of America,"English, Portuguese","supernatural, exorcism, connecticut, sequel, paranormal investigation, 1980s, religious horror, the conjuring universe",movie
274854,The Last Witch Hunter,5.948,3355,Released,2015-10-21,146936910,106,False,/mXmvN6drkdU1PWFF92AGklEVIa3.jpg,90000000,http://www.thelastwitchhunter.movie/,tt1618442,en,The Last Witch Hunter,"The modern world holds many secrets, but by far the most astounding is that witches still live among us; vicious supernatural creatures intent on unleashing the Black Death upon the world and putting an end to the human race once and for all. Armies of witch hunters have battled this unnatural enemy for centuries, including Kaulder, a valiant warrior who many years ago slayed the all-powerful Witch Queen, decimating her followers in the process. In the moments right before her death, the Queen cursed Kaulder with immortality, forever separating him from his beloved wife and daughter. Today, Kaulder is the last living hunter who has spent his immortal life tracking down rogue witches, all the while yearning for his long-lost family.",27.719,/qXvOpA2nhK5HQ6I95sN3nnMtfjH.jpg,Live forever. Hunt forever.,"Fantasy, Action, Adventure","NeoReel, Summit Entertainment, Atmosphere Entertainment MM, Goldmann Pictures, Aperture Entertainment, TIK Films, One Race, Lionsgate","Hong Kong, United States of America",English,"witch, new york city, magic, superstition, black magic, man, aircraft, woman murder, witch hunter",movie
379149,The Foreigner,6.965,2389,Released,2017-09-28,145374099,113,False,/sDiGcjWhSu42dCw0jQmBInAkDZ9.jpg,35000000,http://theforeignermovie.com/,tt1615160,en,The Foreigner,Quan is a humble London businessman whose long-buried past erupts in a revenge-fueled vendetta when the only person left for him to love – his teenage daughter – dies in an Irish Republican Army car bombing. His relentless search to find the terrorists leads to a cat-and-mouse conflict with a British government official whose own past may hold the clues to the identities of the elusive killers.,43.205,/rwM4hzrmc5HiWfQD9ls9DL4QgGl.jpg,Never push a good man too far,"Action, Thriller","Sparkle Roll Media, STX Films, Arthur Sarkissian Productions, The Entertainer Production Company, Orange Corp, Wanda Media Co., Huayi Brothers Pictures, Prosperity Pictures","China, India, United Kingdom, United States of America","Mandarin, English","london, england, based on novel or book, bomb, revenge, terrorism, ira (irish republican army), ireland, death, united kingdom",movie
280217,The Lego Movie 2: The Second Part,6.682,1968,Released,2019-02-06,199603202,106,False,/q3Z5ohNQzmvhSfj5LEyIhjxPiYB.jpg,99000000,http://www.thelegomovie.com,tt3513498,en,The Lego Movie 2: The Second Part,"It's been five years since everything was awesome and the citizens are facing a huge new threat: LEGO DUPLO® invaders from outer space, wrecking everything faster than they can rebuild.",20.581,/QTESAsBVZwjtGJNDP7utiGV37z.jpg,They come in pieces.,"Action, Adventure, Animation, Comedy, Family","Vertigo Entertainment, Animal Logic, Warner Bros. Pictures Animation, Lord Miller, Rideback, LEGO, Warner Bros. Pictures","Australia, Denmark, United States of America",English,"sequel, based on toy, live action and animation, lego",movie
10661,You Don't Mess with the Zohan,5.702,3441,Released,2008-06-05,204313400,113,False,/tfUotS2rLaIu7ieJPDonyDn5EqQ.jpg,90000000,http://www.youdontmesswiththezohan.com/,tt0960144,en,You Don't Mess with the Zohan,An Israeli counterterrorism soldier with a secretly fabulous ambition to become a Manhattan hairstylist. Zohan's desire runs so deep that he'll do anything -- including faking his own death and going head-to-head with an Arab cab driver -- to make his dreams come true.,36.851,/gBhLQmpCPoKFMCGsulMbIFzrBID.jpg,Lather. Rinse. Save the world.,"Comedy, Action","Relativity Media, Columbia Pictures, Sony Pictures, Happy Madison Productions",United States of America,"English, Hebrew","new york city, israel, palestinian-israeli conflict, mossad, middle east, hairdresser, ladykiller, heart-throb, hairstyle, hacky sack",movie
546554,Knives Out,7.847,11156,Released,2019-11-27,312897920,131,False,/4HWAQu28e2yaWrtupFPGFkdNU7V.jpg,40000000,https://www.lionsgate.com/movies/knives-out,tt8946378,en,Knives Out,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.",39.064,/pThyQovXQrw2m0s9x82twj48Jq4.jpg,"Hell, any of them could have done it.","Comedy, Crime, Mystery","Lionsgate, MRC, T-Street Productions",United States of America,"Spanish, English","immigrant, detective, massachusetts, investigation, big family, mansion, whodunit, family home, murder mystery, neo-noir, privilege",movie
68721,Iron Man 3,6.928,21064,Released,2013-04-18,1215577205,130,False,/aFTYFqrWp4RS46Twm87l5e0ItYb.jpg,200000000,https://www.marvel.com/movies/iron-man-3,tt1300854,en,Iron Man 3,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",61.06,/qhPtAc1TKbMPqNvcdXSOn9Bn7hZ.jpg,Unleash the power behind the armor.,"Action, Adventure, Science Fiction",Marvel Studios,United States of America,English,"california, war on terror, superhero, malibu, based on comic, tennessee, billionaire, aftercreditsstinger, marvel cinematic universe (mcu), christmas, america",movie
1576,Resident Evil,6.61,5803,Released,2002-03-15,102984862,100,False,/l5KvxFVOru3Qyf3dl2asNw5g1MD.jpg,33000000,https://www.sonypictures.com/movies/residentevil,tt0120804,en,Resident Evil,"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak.",22.662,/1UKNef590A0ZaMnxsscIcWuK1Em.jpg,A secret experiment. A deadly virus. A fatal mistake.,"Horror, Action, Science Fiction","Impact Pictures, Davis Films, New Legacy Film, Constantin Film, FFA, Filmboard Berlin-Brandenburg (FBB), FFF Bayern","Canada, France, Germany, United Kingdom",English,"biological weapon, quarantine, amnesia, undercover, dystopia, mutant, hologram, flashback, conspiracy, zombie, special forces, based on video game",movie
10200,The Day the Earth Stood Still,5.598,3133,Released,2008-12-10,233093859,104,False,/psEQLUAG7Wwk5L2jj8ZONCCvkjO.jpg,80000000,,tt0970416,en,The Day the Earth Stood Still,"A representative of an alien race that went through drastic evolution to survive its own climate change, Klaatu comes to Earth to assess whether humanity can prevent the environmental damage they have inflicted on their own planet. When barred from speaking to the United Nations, he decides humankind shall be exterminated so the planet can survive.",26.564,/mrw9NShY6I2FgXwk8Ge437pn08N.jpg,12.12.08 is the Day the Earth Stood Still,"Drama, Science Fiction, Thriller","Dune Entertainment III, Earth Canada Productions, Hammerhead Productions, 3 Arts Entertainment, 20th Century Fox","Canada, United States of America","Mandarin, English","spacecraft, government, panic, extraterrestrial technology, ultimatum, evacuation, tank, alien, remake, ufo, end of the world, social commentary, giant robot, power outage, interrogation, environmentalism, threat, alien contact, central park, messenger, nanobots, disintegration",movie
